index,PIK3CA-0001,PIK3CA-0002,PIK3CA-0003,PIK3CA-0004,PIK3CA-0036,PIK3CA-0047,PIK3CA-1020,PIK3CA-1033,PIK3CA-1038,PIK3CA-1045,PIK3CA-1052,PIK3CA-1268,PIK3CA-1458,PIK3CA-1588,PIK3CA-2179,PIK3CA-1039,PIK3CA-1676,PIK3CA-1035,PIK3CA-1113
ACAP2,19.92,0,7.21,24.18,11.6,21.53,3.47,7.98,33.17,19.1,6.84,15.12,15.53,21.6,14.6,1.574490203,6.424417221,7.082286299,5.000571997
ACAP2-IT1,0,0,3.66,3.54,1.59,12.9,0,1.56,0,1.92,0,1.18,0,3.26,1.07,0,2.750913307,1.324318314,0.554586176
ACAP3,24.47,10.63,24.94,4.99,4.06,48.84,7.78,15.19,11.89,3.16,38.02,8.52,3.31,4.99,5.53,2.006494004,2.834006243,5.824597433,7.559238237
ACAT1,5.63,218.82,19.14,13.74,2.25,3.43,4.41,6.85,52.09,13.89,8.64,14.13,0,4.69,6.97,1.984499721,1.832692286,18.52782021,9.78014469
ACAT2,0,0,0.81,7.02,1.2,6.97,0,1.71,0,1.47,0,3.36,3.24,1.68,0.48,0,2.077865552,3.289468189,1.885046607
ACBD3,32.75,6.64,6.47,14.29,7.32,22.39,12.4,4.44,13.02,4.9,44.87,17.51,14.27,6.34,9.38,9.735605069,29.91078488,31.57109918,9.276068021
ACBD3-AS1,11.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.365271254,3.415998643,0.715260675
ACBD4,6.61,12.31,2.37,2.72,0.44,1.38,1.87,3.24,4.52,1.87,0,3.95,38.24,3.74,0.81,1.542244288,2.178292052,8.22788868,8.918027698
ACBD5,3.11,15.07,1.55,2.15,2.14,2.51,9.75,1.27,0.47,1.98,5.63,3.2,1.5,3.38,1.9,2.664614245,3.715295864,8.466729649,6.303326746
ACBD7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,8.211385268,0,1.932698048,0.1079144
ACCS,4.12,0,5.98,7.46,5.34,5.95,6.71,10.19,32.74,5.63,5.59,8.02,80.97,12.9,5,0,2.202551714,4.458606343,6.551351844
ACCSL,0,0,0.29,0.69,0,0,0,0,0,0,0,0,0,0,0,6.238365755,0,0,0.409924436
ACD,1.31,0,1.25,6.28,1.58,5.4,6.49,1.49,0,0.61,0,4.76,67.3,1.4,1.29,0,1.505050304,2.268146787,2.255856272
ACE,10.72,0,3.13,9.06,0.82,1.28,0,1.76,34.11,1.29,0,13.17,2.69,9.02,0.97,0,0.756377837,1.256242179,0.914918018
ACE2,0,14.01,0.15,0,0,0,0,0,0,0,19.73,0,0,0,0.18,0,0,0.232750799,0
ACE3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106894756,0,0
ACER1,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0.295382848,0,0.267972312
ACER2,1.76,10.84,2.08,1.09,0.43,6.45,0,0,0.67,0.5,0,1.03,1.48,2.01,0.56,0,2.73801685,5.272439304,1.379965601
ACER2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.025046676,0,0
ACER3,4.35,54,2.26,10.75,1.99,4.09,0,1.81,8.98,1.18,0,2.24,19.96,4.83,1.05,2.069479187,2.173488718,2.651930953,1.269202193
ACHE,0.26,0,0,0,0.44,0.68,0,0,5.47,2.09,9.12,0.48,0,0,0.17,4.288302233,0.310608768,0.897181774,0.657499074
ACIN1,232.17,128.06,92.42,66.03,20.39,83.42,109.61,56.49,314.67,52.58,70.68,80.15,149.6,60.1,46.36,6.392441748,42.20382145,30.79367163,34.19197272
ACKR1,7.25,0,3.33,3.22,0.81,0,0,1.55,2,3.01,0,1.14,3.99,0.55,0.18,0,0,0,0.181702023
ACKR2,3.57,8.31,0.18,0,0.11,1.73,9.62,0,0,0.26,1.68,0.11,0,0,7.23,0,0.270388915,2.175665802,1.682041588
ACKR3,9.64,0,2.39,0.68,3.69,27.89,0,5.71,34.13,1.76,2.22,4.49,5.32,2.57,5.32,0,3.362227375,7.06303101,5.17613764
ACKR4,0,0,1.37,3.44,1.51,11.48,0,0.48,1.59,3.55,0,0.52,3.16,1.59,0.5,0,0.711176539,4.450781296,0.860242326
ACKR4P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0.80115234,3.471147718,0
ACLY,48.71,0,8.88,28.48,3.55,20.34,15.94,8.42,15.74,9.14,1.63,17.23,70.55,7.24,14.67,5.590931674,28.79268132,14.47519586,7.861961857
ACMSD,0.82,0,0,0.21,0,0,0,1.35,0,0,0,0,0,0,0.16,4.288302233,0.465913152,10.42973812,10.00337877
ACNATP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.729712804,1.249516608
ACO1,4.01,0,9.34,2.85,1.27,6,3.55,3.29,5.13,1.72,0,1.89,0.68,1.54,1.45,0.770815941,2.261174273,13.36500991,5.419602561
ACO2,3.53,17.5,12.85,19.57,5.55,0.37,5.42,6.72,11.42,5.25,6.95,6.02,0,5.02,7.01,1.438259924,7.552725675,7.785971221,6.048536804
ACOD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOT1,0,0,0,0,0.19,5.2,0,0,0,0,3.93,0.63,0,1.31,0.96,0,4.628365409,7.045750462,3.858419834
ACOT11,1.75,0,3.36,1.38,3.22,4.05,0,2.37,0,1.07,0.75,2.53,0,1.65,0.69,0.596182886,0.388642543,0.795160413,0.23505188
ACOT12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.748075363,0.171955445,10.05790876,20.1238139
ACOT13,6.76,0,1.97,3.71,2.14,1.77,34.66,0.76,3.68,6.39,4.76,4.75,1.27,2.16,1.86,0,2.015917353,5.926882033,3.135166273
ACOT2,18.24,0,5.01,4.07,0.18,12.87,0,5.05,6.03,2.25,0,1.84,0,1.5,3.28,0,3.966005394,8.591743347,5.277027673
ACOT4,0,0,0,0.17,0,0,0,0,0,0,0,0.83,0,0.82,0,0,1.160772056,2.514634903,0.648034651
ACOT6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.900916919
ACOT7,0,0,4.71,10.36,0.45,6.97,0.73,0,2.96,1.41,3.47,2.35,0,2.86,0.23,0,0.767107251,1.994184465,1.299054912
ACOT8,5.44,0,6.38,0.91,1.56,1.74,0,4.22,8.16,4.88,0,2.29,0,3.18,0.97,2.675018113,1.840681542,4.617168583,1.933536552
ACOT9,4.14,0,8.32,13.85,2.99,5.17,0,6.03,1.88,8.21,1.55,9.11,10.22,2.23,2.49,0,0.878201024,3.000077283,3.370683115
ACOX1,16.41,329.21,6.76,10.15,4.2,3.11,31.55,12.69,7.27,7.83,25.46,6.39,119.4,8.26,5.55,3.514068569,5.396030768,17.86535134,10.85278161
ACOX2,5.72,89.51,2.27,0,1,23.53,0,5.56,0,1.36,0,3.9,0,8.43,2.08,0,2.09634513,19.24124007,7.306959369
ACOX3,11.53,0,3.37,7.77,0.82,5.03,23.28,2.33,13.93,2.51,0,4.88,11,4.55,4.31,3.028348639,10.25453123,16.75025075,2.288425015
ACOXL,0,0,0,0,0,0,0,1.56,0,0,0,0,0,3.79,0,0,0.347280345,0.300931874,0.252043116
ACOXL-AS1,0,0,0.67,0.4,0,0,0,0,0,0,0,0,0,0.84,0,0,0.072239546,0.23474387,0
ACP1,20.01,0,14.87,22.92,6.07,35.53,13.9,5.79,24.54,13.82,0,18.1,18.98,18.31,12.27,4.199649831,6.641427718,11.31241618,4.507345817
ACP2,0,0,1.75,11.65,0.87,3.28,0,0.93,0,2.22,0,2.03,23.72,0.66,3.94,0,3.026741583,10.49115542,4.832731428
ACP3,4.43,0,0.3,0.93,0.2,0,0,0.52,0,0.33,0,0.75,0,0.73,0.2,0,0.88697672,0.106749958,0.357630338
ACP4,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,4.339429532,0.157156001,1.361817641,0.285144904
ACP5,5.19,0,2.3,13,2.77,33.54,20.79,8.07,0,4.48,18.32,32.86,34.71,3.55,21.42,7.980149958,0.794771116,5.321772466,4.588302892
ACP6,13.32,0,8.69,3.58,1.82,4.81,16.78,1.04,29.27,3.21,0,10.85,28.04,3.7,2.11,2.42788061,2.497146352,7.390696638,2.073975651
ACP7,0,0,0,0.94,0.22,0.7,0,0,5.6,0.13,0,0.11,0,1.01,0,7.652449976,0.207854816,0,1.131399524
ACR,0,0,0,0,0,0,0,0,0,0.41,0,0,4.47,0.93,0,0,0.102181857,0,0.370798897
ACRBP,6.91,0,1.08,7.14,1.07,0,7.61,1.93,32.51,1.08,0,0,14.49,1.33,1.52,6.204028159,0.748946568,1.135734634,0.407668105
ACRP1,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0.302153802,0,0
ACRV1,1.15,0,1.99,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0
ACSBG1,0,0,1.19,0.21,0.19,3.2,0,0,0,0.72,0,0.15,0.7,0,0,0.714717039,0.155304384,0.112147722,0.234821098
ACSBG2,0,0,1.03,0,0,0,0,3.15,0,0,0,0.6,0,1.1,0.54,0,0.428292276,0.662735449,0.555068844
ACSF2,19.31,64.31,13.16,12.88,2.66,12.05,38.35,6.07,49.86,7.67,5.93,14.05,3.4,7.13,13.11,0,4.984260726,9.142525261,11.55188558
ACSF3,4.33,0,7.99,7.75,3.79,3.41,10.52,11.3,10.32,10.04,0.68,7.34,8.22,6.36,5.02,0,1.852187255,2.695885035,2.494210896
ACSL1,15.58,40.1,7.81,12.95,9.83,11.94,6.92,5.89,22.1,4.3,12.45,5.74,3.84,8.43,1.47,0.926720947,6.208962508,62.45518047,46.28023401
ACSL3,15.9,75.68,5.36,14.57,5.4,27.92,0,1.67,72.99,4.81,10.03,11.72,4.85,6.12,16.67,3.220970372,18.83898871,9.539596596,4.285926626
ACSL3-AS1,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,3.1419494,4.254095144,0.712596762
ACSL4,4.95,0,0.49,6.28,2.31,6.89,1.74,4.95,1.51,5.45,0,2.94,32.42,5.46,2.37,4.44814729,1.868682326,1.116748716,7.424134827
ACSL5,7.1,21.76,2.22,8.62,0.84,0,0,4.44,0,8.49,7.88,1.96,0,3.23,1.12,0,1.294496504,9.383714401,11.11136183
ACSL6,0,0,0.08,0.56,0,0,0,0.14,1.66,0.57,0,1.5,0.7,0.2,0.67,0.685280587,0.049635998,0.483879544,0.225149718
ACSL6-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM1,1.34,0,0,0.9,0,1.71,6.65,0,0,0.63,0,0.48,0,0,0.31,0,0.22037968,1.750535703,3.065580846
ACSM2A,0,76.77,0,0,0,0,0.47,0,0,0,0,0,0,0.78,0,0,0.051471227,41.7584471,58.60206209
ACSM2B,0,58.17,0.19,0,0,0,0,0,0,0,21.32,0,0,0,0,0,0.077557007,35.00320379,71.25120331
ACSM3,0.23,50.54,0,0.24,0.75,1.52,8.84,0.31,0,4.1,0,0.29,1.36,4.48,2.38,1.550869356,0.084249009,3.954439174,2.955331392
ACSM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553358682,0
ACSM5,0,35.55,0.5,0.39,0.11,0,0,1.97,4.01,0.15,0,0.33,0,0.61,0.11,0,0.266090529,21.09786444,10.52496247
ACSM5P1,0,9.9,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0.173013416,4.122877771,0.784791758
ACSM6,0,0,0.9,0,0,0,0,0,0,0.16,0,0.14,0,0.28,0,0,0.676213104,0.162768015,0.681625332
ACSS1,8.68,0,1.89,4.72,0.61,6.09,12.47,5.64,2.79,7.09,0,3.9,1.07,5.04,8.54,2.680250573,4.31950258,4.62619998,2.597768175
ACSS2,18.22,0,11.46,4.92,3.19,7.6,0,5.04,5.27,10.39,0,6.65,0,9.22,3.72,2.219327146,1.928994087,4.701229077,4.88538851
ACSS3,4.72,74.58,1.93,1.8,0.72,1.19,5.71,2,3.59,4.81,0.52,3.99,2.19,3.63,1.27,1.261524924,0.308388332,2.771278617,2.38323385
ACTA1,0,0,0.5,0,78.39,0,0,0,0,0,0,24.53,0,0,0.43,3.895327379,1.410724773,0.611223837,0.511925701
ACTA2,34.46,0,1.93,24.35,35.5,285.74,32.44,46.02,92.75,65.08,12.34,55.62,109.56,36.14,23.33,0,8.787639729,8.597389057,9.12942767
ACTA2-AS1,39.49,0,0.26,4.99,3.26,16.08,0,4.55,4.07,4.65,3.92,3.68,33.65,7.56,0.89,0,0.993889508,0.717703139,1.923541118
ACTB,80.58,16.72,53.83,150.15,87.26,233.54,22.21,32.21,239.45,78.03,238.5,382.14,165.58,93.85,94.58,33.05059269,337.541122,301.8273261,113.8003279
ACTBL2,0,0,0,0,0,0.73,0,0,0,0.13,0,0,0,0,0,0,0.075484378,0,0.136959363
ACTBP1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2.08439972,0.410502982,0.343813532
ACTBP11,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,0,2.809547338,1.623054417,0.679688208
ACTBP12,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,1.009106955,2.186075686,1.830930436
ACTBP14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581000974,0.419549879,0
ACTBP15,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0.7,0,0,2.188619706,1.293084392,0.361004209
ACTBP2,3.8,0,0,1.57,0.95,0,0,0,2.17,2.15,0,1.33,0,1.39,0.92,5.185676253,15.77549572,10.98488433,5.792783474
ACTBP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTBP7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.181062662,5.253820194,2.438913622,2.383141662
ACTBP8,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0.380691974,1.649421727,0.690730074
ACTBP9,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0.959523901,0.831464638,0.348193322
ACTC1,0,0,0,0,9.14,0.48,0,0,0,1.41,0,1.08,0,0,0,0,0.092097534,0,0
ACTE1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.331529995,0.663597508,0.522757229,0.109457798
ACTG1,126.18,62.66,49.48,289.46,110.85,448.85,348.17,70.79,446.87,106.22,128.54,455.82,250.05,210.45,196.19,27.92095961,215.0925297,148.1762528,86.75475114
ACTG1P1,0,0,1.99,0,0,0,7.46,0.43,0,0.35,0,0.32,0,3.66,0,0,1.868054504,5.665595623,3.050469576
ACTG1P10,0,0,2.62,1.21,1.57,0,49.61,5.71,0,1.24,9.37,2.89,0,0,1.42,0,1.55935936,4.222641575,0.707328024
ACTG1P11,0,0,0,0,0.15,0,0,0,0,0,8.94,0,0,0,0.15,0,0.187469648,0,0
ACTG1P12,0,0,0.48,0,0,0,0,0,0.69,0.34,0,0,0.61,0,0,9.988875527,0.361755323,0.78368751,0
ACTG1P13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTG1P14,0,0,0,4.7,0,0,0,1.73,0.72,0.36,0,1.28,1.28,1.85,0.6,0,1.503767226,3.257681415,0.682111339
ACTG1P15,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0.396807815,0.859623365,0
ACTG1P16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.536640122
ACTG1P17,1.92,0,1.3,4.15,0,0,0,3.25,0,1.96,0,0.84,0,0,2.23,13.89197145,0.201243658,0,0.182568922
ACTG1P18,0,0,22.09,0,0,0,0,0,0,0,0,0,5,0,0,0,0.18451737,0,0
ACTG1P19,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.755925998,0,0
ACTG1P2,0,0,0,0,0.15,0,0,0,0,0,8.94,0,0,0,0.15,0,0.187469648,0.812248566,0.340146188
ACTG1P20,0,0,6.37,2.47,1.73,19.5,3.86,0,0,0,6.28,1.04,1.98,3.64,0,12.44340691,2.253240956,3.905041183,0.817659105
ACTG1P21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421806707,0.913779637,0
ACTG1P22,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0.247975724,3.760410028,0
ACTG1P23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78548735,0.850819029,0
ACTG1P24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520969006,0.436333479
ACTG1P25,0,0,0,0.43,0,0,0,0,0,0.41,0,0.71,0,0,0,2.509054042,0.090867451,0.393700835,0.49461154
ACTG1P3,5.34,0,2.02,2.76,1.21,2.02,0,1.35,0,1.44,0,2.59,0,1.87,0.6,0,1.514566273,3.281075895,5.83958334
ACTG1P4,0,0,0,0,0.01,0,0,0,0.72,0,0,0,0,1.29,0.08,0,0,0,0
ACTG1P9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0.158693268,0.171892332,0.143967066
ACTG2,0,0,1.27,0.9,4.88,42.94,0,0,0,7.29,0,0.67,0.49,1.42,0,6.112321629,0.719428915,0.239774242,0.200821024
ACTL11P,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,1.470955906,0.053271875,0,0.096656848
ACTL6A,16.63,0,10.8,21,8.41,13.5,7.64,3,43.52,13.79,0,17.91,18.32,6.72,8.16,0,4.887345978,7.224539114,1.564876477
ACTL6B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.80389635,0.443820188,0.384587389,0.322108132
ACTL7A,0,0,0,0,0,0,0,0,0,0.52,0,0,0.92,0,0,0,0,0,0.256649538
ACTL7B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653166288,1.914689942
ACTL8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247771051,0
ACTL9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.51471583,0,0,0.274114944
ACTN1,21.04,7.84,7.06,28.09,15.86,130.9,7.13,37.7,136.08,13.21,30.37,52.19,98.96,32.67,28.35,4.378170798,13.55679859,14.89904774,17.54912669
ACTN1-DT,0,0,0,0,0,0,0,0,7.98,0,0,0,0,0,0,0,0.225324096,0.488130148,0.408829553
ACTN2,0,0,0,0.52,14.76,0,10.58,0,15.38,0,0,8.08,0.39,0.86,1.13,4.804087141,0.139187166,0.07538192,0.441948726
ACTN3,0,0,0,0,4.48,0,0,0,0,0,0,0,0,0,0,6.732386627,0.365728359,0.13204908,0.331789995
ACTN4,33.2,34.75,18.16,29.31,22.51,55.17,142.26,15.37,217.24,25.07,21.99,65.91,86.77,64.59,23.97,5.724293347,35.96828162,23.65288051,15.9861464
ACTN4P1,0,0,0.37,0.88,0,0,0,0,0,0,0,0.24,0,0,0,0,1.744204164,1.259517074,0
ACTN4P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.31186984,0.111471117,0,0.404507887
ACTP1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0
ACTR10,10.15,0,7.71,10.13,5.18,20.2,23.61,3.17,0,5.21,0,10.44,9.64,20.83,7.75,1.441820855,6.109356861,5.995335573,3.031756068
ACTR1A,4.07,0,4.09,8.38,4.87,15.79,4.24,7.92,9.99,4.67,2.86,10.83,5.78,13.66,5.01,0,7.249094857,6.772373249,6.165378
ACTR1AP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.623054417,0
ACTR1B,7.71,10.81,6.33,8.02,2.86,7.66,20.43,5.23,2.23,2.66,2.18,6.04,13.31,7.01,3.43,10.20594888,5.248558745,11.85062971,6.840479328
ACTR2,17.36,0,3.76,31.82,13.83,25.74,4.31,7.71,91.19,26.52,5.82,18.11,22.04,10.4,13.24,5.402146969,20.68926682,29.56221228,8.963151805
ACTR3,14.99,3.47,9.84,60.85,13.67,85.05,9.32,6.01,41.1,30.36,38.65,26.06,34.98,19.49,8.74,0.487486559,8.315375816,7.993468279,4.772895088
ACTR3B,0,0,5.65,0.9,1.97,0.63,1.8,0.21,2.67,1.33,0,1.2,1.72,0.56,0.26,2.90015659,1.435431191,2.123657855,1.206943022
ACTR3BP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTR3BP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278706818
ACTR3BP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTR3BP4,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0.27,0,0,0.367274774,0
ACTR3BP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTR3BP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169946296,0,0
ACTR3C,4.61,168.73,1.9,15.06,1.57,0,11.77,0.42,7.72,1.49,10.86,3.7,0,3.79,1.95,0,1.207960384,9.61873302,5.686654532
ACTR3P2,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0
ACTR3P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTR5,0,0,1.4,1.89,1.11,0.4,0,1.57,0.29,0.87,0,0.64,3.33,0.75,0.72,2.286421057,1.407678449,3.587670345,2.704342482
ACTR6,0,0,2.44,4.78,0.18,0,0,0.27,0.93,3,0,1.69,0,2.28,0.36,1.527278896,2.046531361,1.797363566,1.706083357
ACTR6P1,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTR8,2.53,0,10.45,5.79,2.79,8.9,0,10.41,14.31,3.11,0,3.44,3.51,2.65,7.64,0,3.88616737,4.209393248,2.477409361
ACTRT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTRT1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTRT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTRT3,0,0,0,0,0.64,0,0,0,3.39,0,0,0.17,0,0,0.63,0,0.252427712,0.546845983,0.916013073
ACVR1,2.42,0,0.53,7.83,6.47,2.48,0,2.93,22.6,1.9,0,2.59,5.3,1.78,3.9,1.299891614,3.201211616,8.566684096,6.747877776
ACVR1B,8.65,10.24,5.1,5.16,1.78,31.39,46.15,1.15,2.05,0.87,0,2.68,5.04,3.75,1.19,3.087759508,2.907469348,6.137084871,5.884024059
ACVR1C,4.62,0,0,0.09,0.81,0,0,1.59,0,0.24,0,0.3,0,0.07,0,0,0,0.252313794,0
ACVR2A,36.28,10.21,1.17,3.12,0.97,3.06,0.55,5.24,0,1.98,0,0.93,2.14,7.35,3.17,0.903150501,1.766250169,3.188592095,2.077117888
ACVR2B,6.19,4.36,8.08,2.07,0.6,1.8,3.98,0.96,3.21,0.6,0,1.03,6.25,2.39,0.99,0,1.839780925,3.752867659,1.827432957
ACVR2B-AS1,4.33,0,3.87,0,0.25,0.41,0,0.53,0,0.15,1.93,0.39,3.14,0.25,0.49,0,0.754124029,1.815215806,0.608127868
ACVRL1,4.54,0,0.36,4.2,1.53,10.25,0,2.02,3.51,2.9,0,1.83,7.16,10.99,1.73,1.173858987,1.317880258,1.289348409,2.082632625
ACY1,1.79,0,10.6,0.84,1.8,0,0,0.92,1.61,0.73,0,2.74,4.86,5.28,2.16,0,0.08923349,0.966553456,0.485717531
ACY3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66602374,1.395566963
ACYP1,0,0,26.53,1.76,4.37,0,5.36,12.41,14.13,5.2,0,4.11,0,5.25,3.83,0,2.456445049,9.375997384,1.910138742
ACYP2,1.31,0,4.45,8.87,3.97,8.79,24.81,6.2,5.55,4.93,0,0.17,0.7,3.3,2.69,2.346299127,0.807244907,2.208975754,0.847967178
ADA,13.04,0,1.25,3.48,0.91,2.38,0,1.27,0,4.98,0,0.86,1.54,1.48,0.9,8.292651381,0.675731642,0.650608499,2.452104059
ADA2,5.05,0,9.57,25.09,1.36,4.41,4.18,11.22,21.75,11.1,1.23,2.6,7.29,5.25,1.76,5.352494882,1.211531213,4.041879138,1.670639881
ADAD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078141294,0,0.283560179
ADAD1P2,1.49,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0.652951559,0,0
ADAD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.416568823,0.051302202,0,0
ADAL,10.3,18.64,1.88,7.72,1.48,15.43,0,0.12,21.11,5.15,0,3.1,22.1,1.16,0.78,3.046833501,2.170090313,2.948190318,1.334720827
ADAM10,32.24,0,25.71,31.65,9.22,44.99,10.64,12.57,57.19,23.82,9.42,17.86,39.24,19.3,20.17,1.82223995,4.408393521,7.148285538,4.11904921
ADAM11,0,0,1.74,0,0.07,0,0,0,0,0.7,0,0.23,0.61,0,0,2.419910423,0.262917125,0.569569688,1.033583627
ADAM12,10.02,0,1.83,4.69,8.36,35.18,0,1.81,18.35,4.43,0,1.91,39.02,1.81,2.06,0,4.192399319,4.402082429,3.376451128
ADAM15,52.4,0,58.75,6.92,6.4,24.92,96.55,18.36,48.88,3.38,0,23.4,40.3,4.18,9.59,1.768989803,8.104275279,15.05848885,7.090684123
ADAM17,1.71,0,2.76,12.06,3.62,23.2,0,2.25,6.8,5.56,0,4.4,3.32,5.41,2.75,2.171332749,2.7522809,5.068035831,3.067593556
ADAM18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05512372,0.119417098,0.500084241
ADAM19,2.02,13.3,0.76,10.41,1.55,5.13,0,1.22,9.66,11.69,2.66,1.25,3.42,3.02,1.42,3.023631585,1.533046183,1.719860428,7.301619392
ADAM1A,0,0,0,1.62,0,2.64,9.39,1.18,0,3.11,0,0,22.65,0.28,0.29,0,0,0,0
ADAM1B,0,0,0.78,1.23,0,0,0,0.91,0,0.57,0,0.67,0,0.65,1.73,0,0.843613414,4.568898184,0.573996692
ADAM2,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0.072600122,0,0
ADAM20,5.54,0,0.18,0.86,0.11,0.36,1.83,1.59,2.11,1.45,0,0.93,0,1.14,0.66,0,0.528201601,3.759737325,1.095282894
ADAM20P1,0,0,0.54,1.06,0,0,9.25,1.02,1.56,1.1,0,0.67,0,0.33,0.71,1.560009224,0.621467155,4.528508782,0.922577056
ADAM20P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358907949,0
ADAM20P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM21,1.46,0,0,0,0,0,2.9,0.67,0,0.56,0,0.49,7.15,0.96,0.12,0,0.557734596,5.523412992,3.180437532
ADAM21P1,0.39,0,0,0.6,0,0,0,0.44,0,0,0,0,0,0,0,0,0.091260646,1.383915504,0.16558393
ADAM22,1.38,0,1.11,1.11,0.79,2.34,4.04,5.33,0.53,1.67,0,2.61,3.19,0.4,0.44,0,0.449503008,1.610481367,0.50189617
ADAM23,0.65,0,0,0.15,0.35,0,0,0,0,1.12,0,0.24,0,0,0,0,0.164127123,0.213333767,0.238234684
ADAM24P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200764734,0,0
ADAM28,13.46,0,0.53,9.38,1.28,18.33,0,8.08,0,32.39,0,3.99,0,4.36,1.64,0,1.923887642,1.470991045,0.94454632
ADAM29,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0.65,0,0,0,0,0
ADAM30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353508806,0,0.12828175
ADAM32,0.65,0,0.66,0.51,0.69,0,0.18,0.7,0.83,0,0,1.78,0.18,0.43,0.4,0,0.587591433,0.545540082,0.533064921
